
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		100,		50	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		100,		50	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		50	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		50	// Sellvalue -1 means it can not be selled
		humveePsycho_trunk,                                                 *,		150,		50
		humveePsycho_driver_black,                                          *,		150,		50
		humveePsycho_codriver_black,                                        *,		150,		50
		humveePsycho_cargo1_black,                                          *,		150,		50
		humveePsycho_cargo2_black,                                          *,		150,		50
		humveePsycho_trunk_black,                                           *,		150,		50
		humveePsycho_driver_green,                                          *,		150,		50
		humveePsycho_codriver_green,                                        *,		150,		50
		humveePsycho_cargo1_green,                                          *,		150,		50
		humveePsycho_cargo2_green,                                          *,		150,		50
		humveePsycho_trunk_green,                                           *,		150,		50
		humveePsycho_driver_pink,                                           *,		150,		50
		humveePsycho_codriver_pink,                                         *,		150,		50
		humveePsycho_cargo1_pink,                                           *,		150,		50
		humveePsycho_cargo2_pink,                                           *,		150,		50
		humveePsycho_trunk_pink,                                            *,		150,		50
		humveePsychoWheel_offroad,                                          *,		150,		50
		Mercedes_cargo1,                                                    *,		150,		50
		Mercedes_cargo2,                                                    *,		150,		50
		Mercedes_codriver,                                                  *,		150,		50
		Mercedes_driver,                                                    *,		150,		50
		Mercedes_trunk,                                                     *,		150,		50
		MercedesWheel_offroad,												*,		150,		50
		CamperRV_driver,                                                    *,		150,		50
		CamperRVWheel_offroad,                                              *,		150,		50
		AMCPsycho_driver,                                                   *,		150,		50
		AMCPsycho_codriver,                                                 *,		150,		50
		AMCPsycho_hood,                                                     *,		150,		50
		AMCPsycho_trunk,                                                    *,		150,		50
		AMCPsychoWheel_offroad,                                             *,		150,		50
		AMCPsycho_driver_black,                                             *,		150,		50
		AMCPsycho_codriver_black,                                           *,		150,		50
		AMCPsycho_hood_black,                                               *,		150,		50
		AMCPsycho_trunk_black,                                              *,		150,		50
		AMCPsycho_driver_pink,                                              *,		150,		50
		AMCPsycho_codriver_pink,                                            *,		150,		50
		AMCPsycho_hood_pink,                                                *,		150,		50
		AMCPsycho_trunk_pink,                                               *,		150,		50
		AMCPsycho_driver_green,                                             *,		150,		50
		AMCPsycho_codriver_green,                                           *,		150,		50
		AMCPsycho_hood_green,                                               *,		150,		50
		AMCPsycho_trunk_green,                                              *,		150,		50
		Wrangler_driver,                                                    *,		150,		50
		Wrangler_codriver,                                                  *,		150,		50
		Wrangler_cargo1,                                                    *,		150,		50
		Wrangler_cargo2,                                                    *,		150,		50
		Wrangler_hood,                                                      *,		150,		50
		WranglerWheel_offroad,                                              *,		150,		50
		Wrangler_driver_red,                                                *,		150,		50
		Wrangler_codriver_red,                                              *,		150,		50
		Wrangler_cargo1_red,                                                *,		150,		50
		Wrangler_cargo2_red,                                                *,		150,		50
		Wrangler_hood_red,                                                  *,		150,		50
		Wrangler_driver_black,                                              *,		150,		50
		Wrangler_codriver_black,                                            *,		150,		50
		Wrangler_cargo1_black,                                              *,		150,		50
		Wrangler_cargo2_black,                                              *,		150,		50
		Wrangler_hood_black,                                                *,		150,		50
		Wrangler_driver_orange,                                             *,		150,		50
		Wrangler_codriver_orange,                                           *,		150,		50
		Wrangler_cargo1_orange,                                             *,		150,		50
		Wrangler_cargo2_orange,                                             *,		150,		50
		Wrangler_hood_orange,                                               *,		150,		50
		Wrangler_driver_green,                                              *,		150,		50
		Wrangler_codriver_green,                                            *,		150,		50
		Wrangler_cargo1_green,                                              *,		150,		50
		Wrangler_cargo2_green,                                              *,		150,		50
		Wrangler_hood_green,                                                *,		150,		50
		KenMustang_driver,                                                  *,		150,		50
		KenMustang_codriver,                                                *,		150,		50
		KenMustang_hood,                                                    *,		150,		50
		KenMustang_trunk,                                                   *,		150,		50
		KenMustangWheel_offroad,                                            *,		150,		50
		KenMustang_driver_black,                                            *,		150,		50
		KenMustang_codriver_black,                                          *,		150,		50
		KenMustang_hood_black,                                              *,		150,		50
		KenMustang_trunk_black,                                             *,		150,		50
		KenMustang_driver_pink,                                             *,		150,		50
		KenMustang_codriver_pink,                                           *,		150,		50
		KenMustang_hood_pink,                                               *,		150,		50
		KenMustang_trunk_pink,                                              *,		150,		50
		KenMustang_driver_green,                                            *,		150,		50
		KenMustang_codriver_green,                                          *,		150,		50
		KenMustang_hood_green,                                              *,		150,		50
		KenMustang_trunk_green,                                             *,		150,		50
		RaptorXf150Psycho_driver,                                           *,		150,		50
		RaptorXf150Psycho_codriver,                                         *,		150,		50
		RaptorXf150Psycho_hood,                                             *,		150,		50
		RaptorXf150Psycho_trunk,                                            *,		150,		50
		RaptorXf150PsychoWheel_offroad,                                     *,		150,		50
		RaptorXf150Psycho_driver_black,                                     *,		150,		50
		RaptorXf150Psycho_codriver_black,                                   *,		150,		50
		RaptorXf150Psycho_hood_black,                                       *,		150,		50
		RaptorXf150Psycho_trunk_black,                                      *,		150,		50
		RaptorXf150Psycho_driver_pink,                                      *,		150,		50
		RaptorXf150Psycho_codriver_pink,                                    *,		150,		50
		RaptorXf150Psycho_hood_pink,                                        *,		150,		50
		RaptorXf150Psycho_trunk_pink,                                       *,		150,		50
		RaptorXf150Psycho_driver_green,                                     *,		150,		50
		RaptorXf150Psycho_codriver_green,                                   *,		150,		50
		RaptorXf150Psycho_hood_green,                                       *,		150,		50
		RaptorXf150Psycho_trunk_green,                                      *,		150,		50
		SupraWheel_offroad,                                                 *,		150,		50
		Supra_driver,                                                       *,		150,		50
		Supra_codriver,                                                     *,		150,		50
		Supra_hood,                                                         *,		150,		50
		Supra_trunk,                                                        *,		150,		50
		Supra_driver_black,                                                 *,		150,		50
		Supra_codriver_black,                                               *,		150,		50
		Supra_hood_black,                                                   *,		150,		50
		Supra_trunk_black,                                                  *,		150,		50
		Supra_driver_pink,                                                  *,		150,		50
		Supra_codriver_pink,                                                *,		150,		50
		Supra_hood_pink,                                                    *,		150,		50
		Supra_trunk_pink,                                                   *,		150,		50
		Supra_driver_green,                                                 *,		150,		50
		Supra_codriver_green,                                               *,		150,		50
		Supra_hood_green,                                                   *,		150,		50
		Supra_trunk_green,                                                  *,		150,		50
		VanExtraWheel_offroad,                                              *,		150,		50
		VanExtra_driver,                                                    *,		150,		50
		VanExtra_codriver,                                                  *,		150,		50
		VanExtra_cargo1,                                                    *,		150,		50
		VanExtra_cargo2,                                                    *,		150,		50
		VanExtra_driver_Black,                                              *,		150,		50
		VanExtra_codriver_Black,                                            *,		150,		50
		VanExtra_cargo1_Black,                                              *,		150,		50
		VanExtra_cargo2_Black,                                              *,		150,		50
		VanExtra_driver_Red,                                                *,		150,		50
		VanExtra_codriver_Red,                                              *,		150,		50
		VanExtra_cargo1_Red,                                                *,		150,		50
		VanExtra_cargo2_Red,                                                *,		150,		50
		VanExtra_driver_Green,                                              *,		150,		50
		VanExtra_codriver_Green,                                            *,		150,		50
		VanExtra_cargo1_Green,                                              *,		150,		50
		VanExtra_cargo2_Green,                                              *,		150,		50
		VanExtra_driver_Orange,                                             *,		150,		50
		VanExtra_codriver_Orange,                                           *,		150,		50
		VanExtra_cargo1_Orange,                                             *,		150,		50
		VanExtra_cargo2_Orange,                                             *,		150,		50
		MustangPsycho_driver,                                               *,		150,		50
		MustangPsycho_codriver,                                             *,		150,		50
		MustangPsycho_hood,                                                 *,		150,		50
		MustangPsycho_trunk,                                                *,		150,		50
		MustangPsychoWheel_offroad,                                         *,		150,		50
		MustangPsycho_driver_black,                                         *,		150,		50
		MustangPsycho_codriver_black,                                       *,		150,		50
		MustangPsycho_hood_black,                                           *,		150,		50
		MustangPsycho_trunk_black,                                          *,		150,		50
		MustangPsycho_driver_pink,                                          *,		150,		50
		MustangPsycho_codriver_pink,                                        *,		150,		50
		MustangPsycho_hood_pink,                                            *,		150,		50
		MustangPsycho_trunk_pink,                                           *,		150,		50
		MustangPsycho_driver_green,                                         *,		150,		50
		MustangPsycho_codriver_green,                                       *,		150,		50
		MustangPsycho_hood_green,                                           *,		150,		50
		MustangPsycho_trunk_green,                                          *,		150,		50
		gglaw_MustangBossWheel_offroad,                                     *,		150,		50
		gglaw_MustangBoss_driver_black,                                     *,		150,		50
		gglaw_MustangBoss_hood_black,                                       *,		150,		50
		gglaw_MustangBoss_trunk,                                            *,		150,		50
		gglaw_MustangBoss_driver_green,                                     *,		150,		50
		gglaw_MustangBoss_hood_green,                                       *,		150,		50
		gglaw_MustangBoss_driver_pink,                                      *,		150,		50
		gglaw_MustangBoss_hood_pink,                                        *,		150,		50
		gglaw_MustangBoss_driver,                                           *,		150,		50
		gglaw_MustangBoss_codriver,                                         *,		150,		50
		gglaw_MustangBoss_hood,                                             *,		150,		50
		CmpF100Wheel_offroad,                                               *,		150,		50
		CmpF100_driver_black,                                               *,		150,		50
		CmpF100_codriver_black,                                             *,		150,		50
		CmpF100_hood_black,                                                 *,		150,		50
		CmpF100_trunk,                                                      *,		150,		50
		CmpF100_driver_green,                                               *,		150,		50
		CmpF100_codriver_green,                                             *,		150,		50
		CmpF100_hood_green,                                                 *,		150,		50
		CmpF100_driver_pink,                                                *,		150,		50
		CmpF100_codriver_pink,                                              *,		150,		50
		CmpF100_hood_pink,                                                  *,		150,		50
		CmpF100_driver,                                                     *,		150,		50
		CmpF100_codriver,                                                   *,		150,		50
		CmpF100_hood,                                                       *,		150,		50
		PorscheRWB993_Driver,                                               *,		150,		50
		PorscheRWB993_Driver_Black,                                         *,		150,		50
		PorscheRWB993_Driver_Blue,                                          *,		150,		50
		PorscheRWB993_Driver_Red,                                           *,		150,		50
		PorscheRWB993_Driver_SparklingPurple,                               *,		150,		50
		PorscheRWB993_Driver_White,                                         *,		150,		50
		PorscheRWB993_CoDriver,                                             *,		150,		50
		PorscheRWB993_CoDriver_Black,                                       *,		150,		50
		PorscheRWB993_CoDriver_Blue,                                        *,		150,		50
		PorscheRWB993_CoDriver_Red,                                         *,		150,		50
		PorscheRWB993_CoDriver_SparklingPurple,                             *,		150,		50
		PorscheRWB993_CoDriver_White,                                       *,		150,		50
		PorscheRWB993_Hood,                                                 *,		150,		50
		PorscheRWB993_Hood_Black,                                           *,		150,		50
		PorscheRWB993_Hood_Blue,                                            *,		150,		50
		PorscheRWB993_Hood_Red,                                             *,		150,		50
		PorscheRWB993_Hood_SparklingPurple,                                 *,		150,		50
		PorscheRWB993_Hood_White,                                           *,		150,		50
		PorscheRWB993_Trunk,                                                *,		150,		50
		PorscheRWB993_Trunk_Black,                                          *,		150,		50
		PorscheRWB993_Trunk_Blue,                                           *,		150,		50
		PorscheRWB993_Trunk_Red,                                            *,		150,		50
		PorscheRWB993_Trunk_SparklingPurple,                                *,		150,		50
		PorscheRWB993_Trunk_White,                                          *,		150,		50
		PorscheRWB993_FrontWheel,                                           *,		150,		50
		PorscheRWB993_RearWheel,                                            *,		150,		50
		Rover_Wheel,                               							*,		150,		50
		Rover_Doors_Driver,                               					*,		150,		50
		Rover_Doors_coDriver,                                				*,		150,		50
		Kraz6322_Wheel,														*,		150,		50
		Kraz6322_Doors_Driver,                              			  	*,		150,		50
		Kraz6322_doors_Trunk,                                				*,		150,		50
		Kraz6322_Doors_CoDriver,                                			*,		150,		50
		Kraz6322_Doors_Driver_Camo,                                			*,		150,		50
		Kraz6322_doors_Trunk_Camo,                                			*,		150,		50
		Kraz6322_Doors_CoDriver_Camo,                                		*,		150,		50
		Kraz6322_Doors_Driver_Desert,                                		*,		150,		50
		Kraz6322_doors_Trunk_Desert,                                		*,		150,		50
		Kraz6322_Doors_CoDriver_Desert,                                		*,		150,		50
		Kraz6322_Tent,														*,		150,		50
		Kraz6322_Tent_Desert,												*,		150,		50
		Kraz6322_Tent_Camo,													*,		150,		50
		Kraz6322_Tent_Camonet,												*,		150,		50
		ClassicCoupe_Wheel,													*,		150,		50
		ClassicCoupe_Doors_Driver,											*,		150,		50
		ClassicCoupe_Doors_CoDriver,										*,		150,		50
		ClassicCoupe_doors_Trunk,											*,		150,		50
		ClassicCoupe_Doors_Driver_Beige,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Beige,									*,		150,		50
		ClassicCoupe_doors_Trunk_Beige,										*,		150,		50
		ClassicCoupe_Doors_Driver_Black_Stripe,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Black_Stripe,							*,		150,		50
		ClassicCoupe_doors_Trunk_Black_Stripe,								*,		150,		50
		ClassicCoupe_Doors_Driver_Blue,										*,		150,		50
		ClassicCoupe_Doors_CoDriver_Blue,									*,		150,		50
		ClassicCoupe_doors_Trunk_Blue,										*,		150,		50
		ClassicCoupe_Doors_Driver_BlueDark,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_BlueDark,								*,		150,		50
		ClassicCoupe_doors_Trunk_BlueDark,									*,		150,		50
		ClassicCoupe_Doors_Driver_Blue_Stripe,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Blue_Stripe,							*,		150,		50
		ClassicCoupe_doors_Trunk_Blue_Stripe,								*,		150,		50
		ClassicCoupe_Doors_Driver_Gray,										*,		150,		50
		ClassicCoupe_Doors_CoDriver_Gray,									*,		150,		50
		ClassicCoupe_doors_Trunk_Gray,										*,		150,		50
		ClassicCoupe_Doors_Driver_Green,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Green,									*,		150,		50
		ClassicCoupe_doors_Trunk_Green,										*,		150,		50
		ClassicCoupe_Doors_Driver_Green_Dark,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Green_Dark,								*,		150,		50
		ClassicCoupe_doors_Trunk_Green_Dark,								*,		150,		50
		ClassicCoupe_Doors_Driver_Green_Dark_Stripe,						*,		150,		50
		ClassicCoupe_Doors_CoDriver_Green_Dark_Stripe,						*,		150,		50
		ClassicCoupe_doors_Trunk_Green_Dark_Stripe,							*,		150,		50
		ClassicCoupe_Doors_Driver_Orange,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Orange,									*,		150,		50
		ClassicCoupe_doors_Trunk_Orange,									*,		150,		50
		ClassicCoupe_Doors_Driver_Orange_Stripe,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_Orange_Stripe,							*,		150,		50
		ClassicCoupe_doors_Trunk_Orange_Stripe,								*,		150,		50
		ClassicCoupe_Doors_Driver_Purple,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Purple,									*,		150,		50
		ClassicCoupe_doors_Trunk_Purple,									*,		150,		50
		ClassicCoupe_Doors_Driver_Red,										*,		150,		50
		ClassicCoupe_Doors_CoDriver_Red,									*,		150,		50
		ClassicCoupe_doors_Trunk_Red,										*,		150,		50
		ClassicCoupe_Doors_Driver_Red_Dark,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Red_Dark,								*,		150,		50
		ClassicCoupe_doors_Trunk_Red_Dark,									*,		150,		50
		ClassicCoupe_Doors_Driver_Red_Stripe,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Red_Stripe,								*,		150,		50
		ClassicCoupe_doors_Trunk_Red_Stripe,								*,		150,		50
		ClassicCoupe_Doors_Driver_White,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_White,									*,		150,		50
		ClassicCoupe_doors_Trunk_White,										*,		150,		50
		ClassicCoupe_Doors_Driver_White_Stripe,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_White_Stripe,							*,		150,		50
		ClassicCoupe_doors_Trunk_White_Stripe,								*,		150,		50
		ClassicCoupe_Doors_Driver_Yellow,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Yellow,									*,		150,		50
		ClassicCoupe_doors_Trunk_Yellow,									*,		150,		50
		ClassicCoupe_Doors_Driver_Yellow_Stripe,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_Yellow_Stripe,							*,		150,		50
		ClassicCoupe_doors_Trunk_Yellow_Stripe,								*,		150,		50
		ClassicCoupe_Doors_Driver_Beige_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Beige_Rust,								*,		150,		50
		ClassicCoupe_doors_Trunk_Beige_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Black_Stripe_Rust,						*,		150,		50
		ClassicCoupe_Doors_CoDriver_Black_Stripe_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_Black_Stripe_Rust,							*,		150,		50
		ClassicCoupe_Doors_Driver_Blue_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Blue_Rust,								*,		150,		50
		ClassicCoupe_doors_Trunk_Blue_Rust,									*,		150,		50
		ClassicCoupe_Doors_Driver_BlueDark_Rust,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_BlueDark_Rust,							*,		150,		50
		ClassicCoupe_doors_Trunk_BlueDark_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Blue_Stripe_Rust,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_Blue_Stripe_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_Blue_Stripe_Rust,							*,		150,		50
		ClassicCoupe_Doors_Driver_Gray_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Gray_Rust,								*,		150,		50
		ClassicCoupe_doors_Trunk_Gray_Rust,									*,		150,		50
		ClassicCoupe_Doors_Driver_Green_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Green_Rust,								*,		150,		50
		ClassicCoupe_doors_Trunk_Green_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Green_Dark_Rust,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_Green_Dark_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_Green_Dark_Rust,							*,		150,		50
		ClassicCoupe_Doors_Driver_Green_Dark_Stripe_Rust,					*,		150,		50
		ClassicCoupe_Doors_CoDriver_Green_Dark_Stripe_Rust,					*,		150,		50
		ClassicCoupe_doors_Trunk_Green_Dark_Stripe_Rust,					*,		150,		50
		ClassicCoupe_Doors_Driver_Orange_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Orange_Rust,							*,		150,		50
		ClassicCoupe_doors_Trunk_Orange_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Orange_Stripe_Rust,						*,		150,		50
		ClassicCoupe_Doors_CoDriver_Orange_Stripe_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_Orange_Stripe_Rust,						*,		150,		50
		ClassicCoupe_Doors_Driver_Purple_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Purple_Rust,							*,		150,		50
		ClassicCoupe_doors_Trunk_Purple_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Red_Rust,									*,		150,		50
		ClassicCoupe_Doors_CoDriver_Red_Rust,								*,		150,		50
		ClassicCoupe_doors_Trunk_Red_Rust,									*,		150,		50
		ClassicCoupe_Doors_Driver_Red_Dark_Rust,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_Red_Dark_Rust,							*,		150,		50
		ClassicCoupe_doors_Trunk_Red_Dark_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Red_Stripe_Rust,							*,		150,		50
		ClassicCoupe_Doors_CoDriver_Red_Stripe_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_Red_Stripe_Rust,							*,		150,		50
		ClassicCoupe_Doors_Driver_White_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_White_Rust,								*,		150,		50
		ClassicCoupe_doors_Trunk_White_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_White_Stripe_Rust,						*,		150,		50
		ClassicCoupe_Doors_CoDriver_White_Stripe_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_White_Stripe_Rust,							*,		150,		50
		ClassicCoupe_Doors_Driver_Yellow_Rust,								*,		150,		50
		ClassicCoupe_Doors_CoDriver_Yellow_Rust,							*,		150,		50
		ClassicCoupe_doors_Trunk_Yellow_Rust,								*,		150,		50
		ClassicCoupe_Doors_Driver_Yellow_Stripe_Rust,						*,		150,		50
		ClassicCoupe_Doors_CoDriver_Yellow_Stripe_Rust,						*,		150,		50
		ClassicCoupe_doors_Trunk_Yellow_Stripe_Rust,						*,		150,		50
		SkylineBNR34_koleso,												*,		150,		50
		SkylineBNR34_dver_1_1,												*,		150,		50
		SkylineBNR34_dver_2_1,												*,		150,		50
		SkylineBNR34_kapot,													*,		150,		50
		SkylineBNR34_bagazhnik,												*,		150,		50
		UZA5131_Wheel,														*,		150,		50
		UZA5131_Doors_Driver,												*,		150,		50
		UZA5131_Doors_CoDriver,												*,		150,		50
		UZA5131_Doors_Cargo1,												*,		150,		50
		UZA5131_Doors_Cargo2,												*,		150,		50
		UZA5131_doors_Trunk,												*,		150,		50
		UZA5131_doors_Hood,													*,		150,		50


<Trader> Black Market
	<Category> Guns
		Rev_M200,								*,		200000,	85000
		Rev_SRSA2,								*,		400000,	150000
		Rev_ACR17,								*,		100000,	50000
		Rev_ARX160,								*,		100000,	50000
		Rev_HoneyBadger300BO_Tan,				*,		100000,	50000
		Rev_HT76,								*,		100000,	50000
		Rev_Beowulf,							*,		100000,	50000
		Rev_M110_Tan,							*,		50000,	25000
		Rev_SR25_Tan,							*,		50000,	25000

	<Category> Mags
		Rev_Mag_M200_7rnd,						*,		7500,	2000
		Rev_Mag_SRSA2_10rnd,					*,		7500,	2000
		Rev_Mag_ACR17_30rnd,					*,		6000,	1700
		Rev_Mag_ARX160_30rnd,					*,		6000,	1700
		Rev_Mag_HoneyBadger_30rnd,				*,		4000,	1000
		Rev_Mag_HoneyBadger_50rnd,				*,		5000,	1500
        Rev_Mag_HoneyBadger_100rnd,				*,		6500,	2000
		Rev_Mag_HT76_30rnd,						*,		6000,	1700
		RevMag_Beowulf_10rnd,					*,		4500,	1000
		Rev_Mag_M110_10rnd,						*,		3500,	750
		Rev_Mag_SR25_10rnd,						*,		3500,	750

	<Category> Advanced Weapon Scopes
		AD_B13Mount,           					*,      900,    350
		AD_MosinMount,           				*,      900,    350
		AD_ACOG,           						*,      900,    350
		AD_ACOG_MosinMount,           			*,      900,    350
		AD_ACOG_B13,           					*,      900,    350
		AD_ACOG_RMR,           					*,      900,    350
		AD_ACOG_RMR_MosinMount,           		*,      900,    350
		AD_ACOG_RMR_B13,           				*,      900,    350
		AD_DHF5,           						*,      900,    350
		AD_DHF5_MosinMount,           			*,      900,    350
		AD_DHF5_B13,           					*,      900,    350
		AD_MRS,           						*,      900,    350
		AD_MRS_MosinMount,           			*,      900,    350
		AD_MRS_B13,           					*,      900,    350
		AD_NFATACR,           					*,      900,    350
		AD_NFATACR_MosinMount,           		*,      900,    350
		AD_NFATACR_B13,           				*,      900,    350
		AD_NFATACR_1_8,           				*,      900,    350
		AD_NFATACR_1_8_MosinMount,           	*,      900,    350
		AD_NFATACR_1_8_B13,           			*,      900,    350
		AD_OKP7,           						*,      900,    350
		AD_OKP7_MosinMount,           			*,      900,    350
		AD_OKP7_B13,           					*,      900,    350
		AD_Pilad,           					*,      900,    350
		AD_Pilad_MosinMount,           			*,      900,    350
		AD_Pilad_B13,           				*,      900,    350
		AD_PVS4,           						*,      900,    350
		AD_PVS4_MosinMount,           			*,      900,    350
		AD_PVS4_B13,           					*,      900,    350
		AD_RMR,           						*,      900,    350
		AD_RMR_LM,           					*,      900,    350
		AD_RMR_LM_MosinMount,           		*,      900,    350
		AD_RMR_LM_B13,           				*,      900,    350
		AD_RMR_TM,           					*,      900,    350
		AD_RMR_TM_MosinMount,           		*,      900,    350
		AD_RMR_TM_B13,           				*,      900,    350
		AD_SpecterDR,           				*,      900,    350
		AD_SpecterDR_MosinMount,           		*,      900,    350
		AD_SpecterDR_B13,           			*,      900,    350

	<Category> Raiding Tools
		HDSN_BreachingCharge,					*,		-1,		150000
		HDSN_BreachingChargeHeavy,				*,		-1,		300000
		Hacksaw,								*,		50000,	10000
		Lockpick,								*,		25000,	5000
		ElectronicRepairKit,					*,		30000,	10000

	<Category> Heavy Plate Carriers
		MVS_Combat_Vest_Heavy_OD,				*,		25000,	10000
		MVS_Combat_Vest_Heavy_ERDL,				*,		25000,	10000
		MVS_Combat_Vest_Heavy_Tan,				*,		25000,	10000
		MVS_Combat_Vest_Heavy_Black,			*,		25000,	10000
		MVS_Combat_Vest_Heavy_Snow,				*,		25000,	10000
		MVS_Combat_Vest_Heavy_Multicam,			*,		25000,	10000
		MVS_Combat_Vest_Heavy_Multicam_Tropic,	*,		25000,	10000
		MVS_Combat_Vest_Heavy_Multicam_Black,	*,		25000,	10000
		MVS_Heavy_Pouch_OD,						*,		5000,	2000
		MVS_Heavy_Pouch_ERDL,					*,		5000,	2000
		MVS_Heavy_Pouch_Tan,					*,		5000,	2000
		MVS_Heavy_Pouch_Black,					*,		5000,	2000
		MVS_Heavy_Pouch_Snow,					*,		5000,	2000
		MVS_Heavy_Pouch_Multicam,				*,		5000,	2000
		MVS_Heavy_Pouch_Multicam_Tropic,		*,		5000,	2000
		MassHeavyPlateVest_ODG,					*,		25000,	10000
		MassHeavyPlateVest_Winter,				*,		25000,	10000
		MassHeavyPlateVest_Black,				*,		25000,	10000
		MassHeavyPlateVest_PartizanM,			*,		25000,	10000
		MassHeavyPlateVest_Beige,				*,		25000,	10000


<Trader> Drug Trader
	<Category> Drugs
		CP_CannabisBrickSkunk,					*,		-1,		3500
		CP_CannabisBrickBlue,					*,		-1,		5500
		CP_CannabisBrickKush,					*,		-1,		7500
		CP_CannabisBrickStardawg,				*,		-1,		45000
		CP_CannabisBrickFuture,					*,		-1,		35000		
		CP_CannabisBrickS1,						*,		-1,		30000
		CP_CannabisBrickNomad,					*,		-1,		25000
		CP_CannabisBrickBlackFrost,				*,		-1,		15000	
		MassMeth,								*,		-1,		60000
		CP_JointBlackFrost,						*,		-1,		500
		CP_JointNomad,							*,		-1,		750
		CP_Relief_Balm,							*,		-1,		10000
		CP_Cigarette,							*,		-1,		250
		CP_RollingPapers,						*,		-1,		100


<Trader> Pelt Trader
	<Category> Pelts
		MouflanPelt,							*,		-1,		3000
		SheepPelt,								*,		-1,		3000
		WolfPelt,								*,		-1,		5000
		BearPelt,								*,		-1,		15000
		GoatPelt,								*,		-1,		3500
		DeerPelt,								*,		-1,		4500
		PigPelt,								*,		-1,		4000
		CowPelt,								*,		-1,		3500
		WildboarPelt,							*,		-1,		5000


<Trader> Heli Trader
	<Category> Helicopters
		You can assign a key to heli!, 		*, 			-1,			-1						
					MCK_CarKey_Base, 		*, 			2500,		-1
		Heliblack_hawk_SIB_camo,			VNK,		600000,		150000
		Heliblack_hawk_SIB,					VNK,		600000,		150000
		HeliSIB_UH1D_airforce,				VNK,		500000,		100000
		HeliSIB_UH1D,						VNK,		500000,		100000	
		HeliSIB_UH1D_iron,					VNK,		500000,		100000	
		HeliSIB_UH1D_navy,					VNK,		500000,		100000

